job_titles,job_description,images,locations,salaries,companies
Gedragswetenschapper,"Als Gedragswetenschapper bij REEF heb je een veelzijdige en gevarieerde baan. Wij geloven in verbinding op de lange termijn. Daarom kom je in dienst bij REEF en ga je projectmatig aan de slag bij één of meerdere opdrachtgevers. Je gaat werken aan de meest interessante projecten. De projecten zijn keer op keer veelzijdig en uitdagend, je blijft daardoor continu in ontwikkeling.
Vanuit je eigen expertisegebied ondersteun en begeleid je jeugd- en gezinswerkers bij het maken van een plan van aanpak en het nemen van kernbeslissingen bij complexe problematieken waarbij veiligheid centraal staat. Daarin begeleid je trajecten waar sprake is van dranghulpverlening. Je verricht (pscyho) diagnostieken om een besluit te nemen en bepaald passende hulpverlening.
Samen met onze projectmanager bespreek je welk project bij jou past. Het resultaat van het project stellen jullie samen vooraf vast, maar de aanpak bepaal jij vanuit jouw expertise, binnen de afgesproken kaders. Doordat onze projectmanager continu in gesprek blijft met jou en de opdrachtgever, behouden we grip op het resultaat.
Jouw toegevoegde waarde
Je hebt een afgeronde WO-opleiding zoals Psychologie of Pedagogische wetenschappen
Relevante werkervaring als Gedragswetenschapper bij een gemeente
Je hebt een SKJ-registratie
Ervaring in het verrichten van handelingsgerichte psychodiagnostiek
Kennis van actuele jeugdzorg en sociale kaart op het gebied van jeugdhulp
In staat om trajecten te begeleiden en je durft beslissingen te nemen
Het resultaat voor jou
Je werkt als REEF-professional iedere dag aan het beste projectresultaat. We verwachten dat je toegevoegde waarde levert en achterlaat bij onze opdrachtgevers. Daarom mag jij ook heel wat van ons verwachten en daarom garanderen we jou:
Een goed salaris passend bij jouw professionele achtergrond en ervaring.
Interessante secundaire arbeidsvoorwaarden, zoals een pensioen vanaf de eerste werkdag.
Een uitvoerig opleidingsprogramma waarbij je kunt kiezen uit 120 onlinetrainingen, vaardigheidstrainingen bij REEF en vakspecifieke trainingen binnen jouw expertise.
De mogelijkheid om in vaste dienst te komen bij REEF, maar tegelijkertijd veel afwisseling in projecten en organisaties.
Eigen regie over jouw projecten, waarbij het resultaat dat we vooraf samen bepalen voorop staat.
Persoonlijk en direct contact met onze projectmanagers, die samen met jou werken aan jouw carrièrepad.
Een hecht team van andere professionals binnen dezelfde expertise, waarmee je ervaringen, kennis en bovendien ook gezelligheid deelt.
Evenementen die in het teken staan van elkaar nog beter leren kennen, ontspannen, genieten en kennis delen zoals ons REEFenement voor jouw familie en de vrijdagmiddag borrel in ons REEF-café.",https://media.glassdoor.com/sql/557931/reef-bv-squarelogo-1426671383582.png,Eindhoven,€3K - €5K (Employer est.),Reef BV
